Year,Month,Region,Total Crime,Active Duty 1941-1947,Active Duty 1941 & Earlier,Active Duty 1947-1950,Active Duty 1950-1955,Active Duty 1955-1964,Active Duty 1964-1975,Active Duty 1975-1990,Active Duty 1990-2001,Active Duty 2001-Recent,Active Duty or Veteran,Carrying Cash,Born Abroad,Born in Territories,Born in US,Naturalized Citizen,Difficulties Concentrating,Difficulties Dressing,Difficulties Going Outside,Difficulties Hearing,Difficulties Seeing,Difficulties with Stairs,Employed,Hate Crime towards Disabled,Hate Crime towards Ethnicity,Hate Crime towards Gender,Hate Crime towards Race,Hate Crime towards Religion,Hate Crime towards Sexuality,High Income,Low Income,Middle Income,Worked in the past 2 Weeks,Worked in the past 6 Months,Worked in the past Week,Federal Employee,Non-Profit Employee,Private Employee,Self-employed,State Employee,Lived at Address 10-15 Years,Lived at Address 15+ Years,Lived at Address 5-10 Years,Live at Address 0-5 Years,Living on a Reservation,Living at a Dormitory,Living at a House,Living at a Nonpermanent Hotel,Living at a Permanent Hotel,Living at a Permanent Mobile Home,Works in Agriculture,Works in Construction,Works in Entertainment,Works in Finance,Works in Government,Works in Manufacturing,Works in Personal Services,Works in Professional Services,Works in Repair Services,Works in Retail Trade,Works in Transportation,Works in Wholesale Trade,Pregnant,Age 10-19,Age 20-29,Age 30-39,Age 40-49,Age 50-59,Age 60-69,Age 70+,Hispanic,AAPI,Native,Asian,Black,Multiracial,White,Associates Degree,Bachelors Degree,High School Degree,Less than High School,Masters Degree,Doctorate Degree,Professional Degree,Divorced,Married,Single,Separated,Widowed,College Student,Not a Student,K-12 Student,Trade Student,Vocational Student,Female,Male,Not Heterosexual Identifying,Works in City,Works in Rural Location,Works in Suburb
1996,3,South,-5.394254309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.77645316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.886104031,NA,NA,NA,NA,NA,NA,-11.46960034,-5.782624984,-6.806161246,-8.068402959,-7.914252279,-5.932266073,NA,NA,NA,NA,NA,-7.858682428,-7.598399329,-7.310717257,-6.432647738,NA,-10.37098805,-5.511175647,-11.46960034,-11.46960034,-7.619452739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.390158799,-7.29521307,-6.690476847,-6.413354535,-7.806038694,-8.250724515,-8.13739583,-7.780720886,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.206910151,-11.46960034,-11.46960034,-11.46960034,-7.29521307,-5.932266073,-7.392062896,-8.068402959,-8.068402959,-8.173763474,-5.488186129,-11.46960034,-10.37098805,-9.523690191,-6.345636361,-5.87861336,NA,-6.426175223,-8.003864437,-7.640958944
1996,3,West,-5.637717863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.46960034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.089702987,NA,NA,NA,NA,NA,NA,-11.46960034,-5.984803407,-7.087573706,-8.378557887,-8.13739583,-6.094321933,NA,NA,NA,NA,NA,-8.003864437,-7.858682428,-7.392062896,-6.760070139,NA,-11.46960034,-5.691948017,-11.46960034,-11.46960034,-8.636386996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.37098805,-7.264907721,-6.894889362,-6.825209441,-7.858682428,-8.334106124,-8.697011618,-7.29521307,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.586798418,-11.46960034,-11.46960034,-11.46960034,-7.426549072,-6.212104968,-7.358726476,-8.579228582,-8.636386996,-8.173763474,-5.733028043,-11.46960034,-10.37098805,-10.77645316,-6.535126407,-6.156394361,NA,-6.419744333,-8.697011618,-8.250724515
1996,4,Midwest,-5.831245671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.77645316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.217326912,NA,NA,NA,NA,NA,NA,-11.46960034,-6.201742181,-7.375255778,-8.697011618,-8.473868067,-6.254664583,NA,NA,NA,NA,NA,-8.13739583,-7.577780042,-7.806038694,-6.958740834,NA,-9.860162428,-5.908918709,-11.46960034,-11.46960034,-8.579228582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.677840871,-7.392062896,-7.152112227,-7.100152488,-7.858682428,-8.830543011,-8.636386996,-8.98469369,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.419744333,-11.46960034,-11.46960034,-11.46960034,-7.685410706,-6.458965046,-7.250092635,-9.390158799,-8.830543011,-8.425077903,-5.932266073,-11.46960034,-9.677840871,-10.77645316,-6.81563999,-6.293450608,NA,-6.682108597,-8.334106124,-7.914252279
1996,4,Northeast,-6.217326912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.77645316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.649318775,NA,NA,NA,NA,NA,NA,-11.46960034,-6.690476847,-7.557577335,-9.071705067,-8.697011618,-6.716010149,NA,NA,NA,NA,NA,-8.378557887,-8.035613136,-8.068402959,-7.206920463,NA,-9.523690191,-6.265593653,-11.46960034,-11.46960034,-10.37098805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.390158799,-8.334106124,-7.426549072,-7.392062896,-8.035613136,-8.904650983,-9.677840871,-8.830543011,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-7.165535247,-11.46960034,-11.46960034,-11.46960034,-7.858682428,-6.96979067,-7.708400225,-9.071705067,-8.830543011,-8.697011618,-6.322105863,-11.46960034,-10.37098805,-10.77645316,-7.138867,-6.716010149,NA,-7.279945598,-9.071705067,-7.832014181
1996,4,South,-5.396555806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.77645316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.81711116,NA,NA,NA,NA,NA,NA,-11.46960034,-5.746015238,-6.915723449,-8.473868067,-8.13739583,-5.867481519,NA,NA,NA,NA,NA,-8.10230451,-7.29521307,-7.426549072,-6.413354535,NA,-10.08330598,-5.529429088,-11.46960034,-11.46960034,-7.557577335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.677840871,-6.992263526,-6.716010149,-6.796771506,-7.358726476,-7.806038694,-8.334106124,-7.973092779,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.117742207,-11.46960034,-11.46960034,-11.46960034,-7.310717257,-6.005768535,-7.050759732,-8.425077903,-8.003864437,-8.378557887,-5.455885184,-11.46960034,-10.37098805,-11.46960034,-6.238491723,-5.956171594,NA,-6.271103309,-8.697011618,-7.577780042
1996,4,West,-5.586277952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.08330598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.108308175,NA,NA,NA,NA,NA,NA,-11.46960034,-5.972432115,-6.98096397,-9.071705067,-8.211503802,-6.151480346,NA,NA,NA,NA,NA,-8.035613136,-7.342465955,-7.708400225,-6.579251212,NA,-11.46960034,-5.623161565,-11.46960034,-11.46960034,-8.830543011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.37098805,-7.342465955,-6.864430154,-6.958740834,-7.444248649,-8.068402959,-8.334106124,-7.444248649,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.452320503,-11.46960034,-11.46960034,-11.46960034,-7.221105098,-6.201742181,-7.326465614,-9.167015247,-8.250724515,-8.068402959,-5.688856824,-11.46960034,-10.37098805,-10.08330598,-6.499787041,-6.094321933,NA,-6.564325562,-8.250724515,-8.29154651
1996,5,Midwest,-5.856472234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.37098805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.276643489,NA,NA,NA,NA,NA,NA,-11.46960034,-6.388195975,-7.192934221,-8.830543011,-8.579228582,-6.265593653,NA,NA,NA,NA,NA,-8.003864437,-7.640958944,-7.886081402,-6.796771506,NA,-10.08330598,-5.893651237,-11.46960034,-11.46960034,-9.390158799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.523690191,-7.557577335,-7.100152488,-7.179140899,-7.685410706,-8.761550139,-8.98469369,-9.167015247,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.641286603,-11.46960034,-11.46960034,-11.46960034,-7.685410706,-6.426175223,-7.358726476,-9.390158799,-9.390158799,-8.761550139,-5.924422896,-11.46960034,-11.46960034,-10.77645316,-6.825209441,-6.327936784,NA,-6.806161246,-8.173763474,-7.914252279
1996,5,Northeast,-6.233158377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.46960034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.690476847,NA,NA,NA,NA,NA,NA,-11.46960034,-6.760070139,-7.326465614,-8.761550139,-8.636386996,-6.760070139,NA,NA,NA,NA,NA,-8.29154651,-7.858682428,-8.003864437,-7.206920463,NA,-9.860162428,-6.260114187,-11.46960034,-11.46960034,-10.77645316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.860162428,-8.29154651,-7.557577335,-7.462267155,-7.886081402,-8.830543011,-9.167015247,-9.272375763,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-7.100152488,-11.46960034,-11.46960034,-11.46960034,-8.173763474,-6.778252458,-7.886081402,-9.272375763,-9.071705067,-8.830543011,-6.327936784,-11.46960034,-10.77645316,-11.46960034,-7.358726476,-6.617570076,NA,-7.392062896,-8.830543011,-7.832014181
1996,5,South,-5.529429088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.77645316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.964268804,NA,NA,NA,NA,NA,NA,-11.46960034,-5.897446308,-7.003692222,-8.525161361,-8.13739583,-6.001540199,NA,NA,NA,NA,NA,-7.914252279,-7.577780042,-7.756028274,-6.499787041,NA,-10.08330598,-5.646554445,-11.46960034,-11.46960034,-7.780720886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.98469369,-7.125794918,-6.947811763,-6.884632862,-7.577780042,-7.943239816,-8.29154651,-8.003864437,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.217326912,-11.46960034,-11.46960034,-11.46960034,-7.499308427,-6.161332643,-7.221105098,-8.250724515,-8.003864437,-8.579228582,-5.597482551,-11.46960034,-9.523690191,-11.46960034,-6.432647738,-6.044650323,NA,-6.549619414,-8.035613136,-7.731930722
1996,5,West,-5.600303427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.77645316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.005768535,NA,NA,NA,NA,NA,NA,-11.46960034,-5.944147401,-7.026949084,-8.334106124,-8.003864437,-6.053499938,NA,NA,NA,NA,NA,-8.10230451,-7.557577335,-7.577780042,-6.716010149,NA,-10.77645316,-5.682702959,-11.46960034,-11.46960034,-8.13739583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.08330598,-7.125794918,-6.947811763,-6.937000847,-7.619452739,-8.068402959,-8.636386996,-7.221105098,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.479167753,-11.46960034,-11.46960034,-11.46960034,-7.392062896,-6.271103309,-7.179140899,-8.579228582,-8.211503802,-7.886081402,-5.713858127,-11.46960034,-11.46960034,-10.08330598,-6.382004005,-6.206910151,NA,-6.407005307,-8.211503802,-8.211503802
1996,6,Midwest,-5.81711116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.46960034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.156394361,NA,NA,NA,NA,NA,NA,-11.46960034,-6.222576268,-7.40915733,-8.29154651,-8.13739583,-6.238491723,NA,NA,NA,NA,NA,-8.473868067,-7.914252279,-7.914252279,-6.698915716,NA,-10.37098805,-5.860128545,-11.46960034,-11.46960034,-9.272375763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.167015247,-7.235493836,-7.026949084,-7.310717257,-8.068402959,-8.697011618,-8.636386996,-8.98469369,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.535126407,-11.46960034,-11.46960034,-11.46960034,-7.444248649,-6.594403017,-7.125794918,-9.272375763,-8.697011618,-8.211503802,-5.920524255,-11.46960034,-10.77645316,-10.77645316,-6.617570076,-6.407005307,NA,-6.657415985,-8.378557887,-7.640958944
1996,6,Northeast,-6.108308175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.37098805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.542346655,NA,NA,NA,NA,NA,NA,-11.46960034,-6.617570076,-7.426549072,-8.830543011,-8.636386996,-6.556945454,NA,NA,NA,NA,NA,-8.636386996,-7.943239816,-8.173763474,-7.062881093,NA,-9.860162428,-6.161332643,-11.46960034,-11.46960034,-10.77645316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.677840871,-8.10230451,-7.342465955,-7.250092635,-8.13739583,-8.830543011,-8.98469369,-8.761550139,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.96979067,-11.46960034,-11.46960034,-11.46960034,-8.13739583,-6.81563999,-7.444248649,-8.761550139,-9.071705067,-8.636386996,-6.206910151,-11.46960034,-11.46960034,-10.37098805,-7.015253044,-6.617570076,NA,-7.235493836,-8.525161361,-7.619452739
1996,6,South,-5.446152747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.08330598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.867481519,NA,NA,NA,NA,NA,NA,-11.46960034,-5.838388558,-6.844627527,-8.250724515,-8.035613136,-5.905079933,NA,NA,NA,NA,NA,-8.068402959,-7.392062896,-7.326465614,-6.458965046,NA,-9.523690191,-5.545344543,-11.46960034,-11.46960034,-7.973092779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.390158799,-7.192934221,-6.796771506,-6.716010149,-7.598399329,-7.832014181,-8.068402959,-7.886081402,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.132062261,-11.46960034,-11.46960034,-11.46960034,-7.206920463,-6.103624325,-7.152112227,-8.10230451,-8.211503802,-8.250724515,-5.524179732,-11.46960034,-10.77645316,-10.37098805,-6.304814366,-5.993136788,NA,-6.339701625,-8.334106124,-7.557577335
1996,6,West,-5.597482551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.08330598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.238491723,NA,NA,NA,NA,NA,NA,-11.46960034,-6.001540199,-7.026949084,-8.473868067,-8.173763474,-6.238491723,NA,NA,NA,NA,NA,-8.003864437,-8.003864437,-7.708400225,-6.513773283,NA,-10.77645316,-5.637717863,-11.46960034,-11.46960034,-8.830543011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.523690191,-7.426549072,-6.724668212,-6.864430154,-7.756028274,-8.378557887,-8.525161361,-7.112891514,NA,NA,NA,NA,NA,NA,-11.46960034,-11.46960034,-11.46960034,-6.357612552,-11.46960034,-11.46960034,-11.46960034,-7.462267155,-6.222576268,-7.206920463,-8.525161361,-8.334106124,-8.425077903,-5.676586732,-11.46960034,-10.08330598,-10.77645316,-6.322105863,-6.254664583,NA,-6.579251212,-8.579228582,-8.10230451
